sec,d ms,r.init,r.init was invoked (a)
0.001,0.391,r.init,debug mode is false
0.001,0.650,r.init,colorSensorLineThreshhold is 0.3929618768328446
0.083,81.446,robot,pushButton was invoked with button 0
3.592,3509.410,robot,resetMotorEncoders was called
3.607,14.377,robot,enableMotorEncoders was called
3.640,33.360,r.init,r.init finished (a)
3.708,67.994,autonomous,Done with robot.init --- waiting for start in strafe_test
3.709,1.152,autonomous,Started
3.801,91.707,Mainline,Beginning state machine pass 0
3.802,1.419,<colorRed>
3.803,0.696,colorRedStateMachine,Execution of colorRed has started
3.804,1.100,</colorRed>
3.806,1.735,colorRedStateMachine,Execution of colorRed has been completed in, 0, intervals over a time of, 0.001875.3, seconds
3.808,2.332,Mainline,Ending state machine pass of arcTowardsBeacon
3.809,1.025,Mainline,Beginning state machine pass 1
3.810,0.769,robot,enableMotorBreak was called
3.810,0.443,robot,setMotorTankTargets was called - L:r: 1959 : 4059
3.854,43.680,<arcTowardsBeacon>
3.880,25.971,arcTowardsBeaconStateMachine,Execution of arcTowardsBeacon has started
3.881,1.249,robot,bettermove powers are fl:fr:bl:br, 0.48, 1.00, 0.48, 1.00
3.983,101.698,Mainline,Ending state machine pass of arcTowardsBeacon
3.984,0.814,Mainline,Beginning state machine pass 1
3.984,0.664,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.48, 1.00
4.022,37.967,Mainline,Ending state machine pass of arcTowardsBeacon
4.023,1.001,Mainline,Beginning state machine pass 1
4.025,1.183,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.051,26.415,Mainline,Ending state machine pass of arcTowardsBeacon
4.053,1.920,Mainline,Beginning state machine pass 1
4.054,1.224,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.48, 1.00
4.083,28.569,Mainline,Ending state machine pass of arcTowardsBeacon
4.084,1.518,Mainline,Beginning state machine pass 1
4.087,2.920,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.137,50.296,Mainline,Ending state machine pass of arcTowardsBeacon
4.139,1.904,Mainline,Beginning state machine pass 1
4.140,1.074,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.146,5.652,Mainline,Ending state machine pass of arcTowardsBeacon
4.147,1.197,Mainline,Beginning state machine pass 1
4.149,1.996,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.152,2.485,Mainline,Ending state machine pass of arcTowardsBeacon
4.152,0.683,Mainline,Beginning state machine pass 1
4.153,0.652,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.156,2.876,Mainline,Ending state machine pass of arcTowardsBeacon
4.157,0.915,Mainline,Beginning state machine pass 1
4.158,0.670,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.161,3.389,Mainline,Ending state machine pass of arcTowardsBeacon
4.162,0.840,Mainline,Beginning state machine pass 1
4.163,0.788,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.165,2.009,Mainline,Ending state machine pass of arcTowardsBeacon
4.166,1.373,Mainline,Beginning state machine pass 1
4.169,3.150,robot,bettermove powers are fl:fr:bl:br, 0.47, 1.00, 0.47, 1.00
4.201,32.203,Mainline,Ending state machine pass of arcTowardsBeacon
4.203,1.509,Mainline,Beginning state machine pass 1
4.204,1.172,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.243,39.030,Mainline,Ending state machine pass of arcTowardsBeacon
4.244,1.269,Mainline,Beginning state machine pass 1
4.245,0.990,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.247,1.784,Mainline,Ending state machine pass of arcTowardsBeacon
4.248,0.932,Mainline,Beginning state machine pass 1
4.249,1.269,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.271,21.731,Mainline,Ending state machine pass of arcTowardsBeacon
4.273,1.960,Mainline,Beginning state machine pass 1
4.279,5.603,robot,bettermove powers are fl:fr:bl:br, 0.47, 0.99, 0.47, 1.00
4.285,6.430,Mainline,Ending state machine pass of arcTowardsBeacon
4.289,3.614,Mainline,Beginning state machine pass 1
4.291,2.207,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.98, 0.47, 1.00
4.383,92.538,Mainline,Ending state machine pass of arcTowardsBeacon
4.384,1.142,Mainline,Beginning state machine pass 1
4.385,0.800,robot,bettermove powers are fl:fr:bl:br, 0.46, 0.98, 0.46, 1.00
4.424,38.355,Mainline,Ending state machine pass of arcTowardsBeacon
4.425,1.101,Mainline,Beginning state machine pass 1
4.427,2.065,robot,bettermove powers are fl:fr:bl:br, 0.45, 0.98, 0.45, 1.00
4.457,30.509,Mainline,Ending state machine pass of arcTowardsBeacon
4.459,1.914,Mainline,Beginning state machine pass 1
4.460,0.950,robot,bettermove powers are fl:fr:bl:br, 0.45, 0.98, 0.44, 1.00
4.494,33.889,Mainline,Ending state machine pass of arcTowardsBeacon
4.495,1.231,Mainline,Beginning state machine pass 1
4.496,0.767,robot,bettermove powers are fl:fr:bl:br, 0.44, 0.99, 0.44, 1.00
4.543,47.169,Mainline,Ending state machine pass of arcTowardsBeacon
4.545,1.508,Mainline,Beginning state machine pass 1
4.546,1.151,robot,bettermove powers are fl:fr:bl:br, 0.43, 0.98, 0.43, 1.00
4.596,50.332,Mainline,Ending state machine pass of arcTowardsBeacon
4.597,0.901,Mainline,Beginning state machine pass 1
4.598,0.730,robot,bettermove powers are fl:fr:bl:br, 0.42, 0.98, 0.42, 1.00
4.631,33.075,Mainline,Ending state machine pass of arcTowardsBeacon
4.632,1.296,Mainline,Beginning state machine pass 1
4.635,2.776,robot,bettermove powers are fl:fr:bl:br, 0.42, 0.99, 0.41, 1.00
4.668,33.213,Mainline,Ending state machine pass of arcTowardsBeacon
4.669,1.019,Mainline,Beginning state machine pass 1
4.671,1.602,robot,bettermove powers are fl:fr:bl:br, 0.41, 0.98, 0.40, 1.00
4.731,60.623,Mainline,Ending state machine pass of arcTowardsBeacon
4.732,0.836,Mainline,Beginning state machine pass 1
4.733,0.984,robot,bettermove powers are fl:fr:bl:br, 0.39, 0.98, 0.39, 1.00
4.763,29.361,Mainline,Ending state machine pass of arcTowardsBeacon
4.764,1.357,Mainline,Beginning state machine pass 1
4.765,0.837,robot,bettermove powers are fl:fr:bl:br, 0.38, 0.98, 0.38, 1.00
4.799,34.217,Mainline,Ending state machine pass of arcTowardsBeacon
4.800,0.862,Mainline,Beginning state machine pass 1
4.802,1.887,robot,bettermove powers are fl:fr:bl:br, 0.38, 0.99, 0.37, 1.00
4.838,35.752,Mainline,Ending state machine pass of arcTowardsBeacon
4.838,0.942,Mainline,Beginning state machine pass 1
4.839,0.909,robot,bettermove powers are fl:fr:bl:br, 0.36, 0.97, 0.35, 0.97
4.895,55.521,Mainline,Ending state machine pass of arcTowardsBeacon
4.896,0.789,Mainline,Beginning state machine pass 1
4.896,0.708,robot,bettermove powers are fl:fr:bl:br, 0.33, 0.92, 0.33, 0.94
4.964,67.783,Mainline,Ending state machine pass of arcTowardsBeacon
4.966,1.589,Mainline,Beginning state machine pass 1
